username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
21cwakeupcall,"You Are Being Lied To By A Pack Of Evil, Self-Serving, Indifferent, Animals.",United Kingdom,765,287,48072,2016-06-03 09:04:00,2020-08-04 23:59:41,0,Video shows huge mushroom cloud erupt as huge explosion kills at least 70 https://t.co/dYwPsPLyLu,[]
Neroverow,Pengen jadi petani,Indonesia,216,30,569,2017-04-28 06:33:21,2020-08-04 23:59:41,4581,"Fireworks storage was exploding just before the huge explosion, this video is filmed about 100 metres from the major explosion 
#Beirut #Lebanon https://t.co/tM0vYuZo8u",[]
killuamyson,"guys i dont get it why is it gay to be locked in a closet • cw: soul eater, mha", feitan's house • she/her,911,1251,30437,2020-01-22 00:46:51,2020-08-04 23:59:41,6672,"every lebanon petition, carrd and places to donate i find. please rt so more people can find this and add more petitions in the replies.",[]
Munyaradzi_s19,mans has no bio.,Mutare Zimbabwe,361,275,1053,2017-12-02 15:10:02,2020-08-04 23:59:41,14757,"Our thoughts and prayers go out to everyone affected by the recent explosion in Beirut, Lebanon.

Stay strong ❤️",[]
LXDeus,♎️,Samoa,177,174,2843,2017-06-26 00:33:27,2020-08-04 23:59:41,1355,"what happened today in #Lebanon - 4th of August
a thread

please take some of your time to educate yourself about this huge incident

this thread will contain petitions and donations
⚠️rt to help spread awareness⚠️

TW// fire, explosions https://t.co/HctDKOogws","[{'text': 'Lebanon', 'indices': [37, 45]}]"
ryunca,携帯ゲームばっかやってる元農夫 / 英語喋る彼女とそろそろ1年半 / ゆるくアニメ見たり漫画読んだりする相互さん欲しいね！,東京,636,656,165633,2010-03-26 06:34:00,2020-08-04 23:59:41,23016,"Footage from the massive explosion in Beirut Port, Lebanon https://t.co/bdvzrS05Qf",[]
iIIdyke,"bitches be like ''what that six inch cock do?'' pee, whore",4/11/18♡ ,372,256,33386,2020-02-16 20:38:38,2020-08-04 23:59:41,703,the only thing we can do for the people of Lebanon right now is donate so the people who are extremely injured but still alive can be treated. any preventable death is a life saved. please please donate to the lebanese red cross if you are able to.,[]
n1ka1312,"🐯任嘉伦🇨🇳战哥🐰💕 |🐧EXO-L & ARMY🐷 บ้าผู้ชาย | สายรี | ขี้บ่น | พูดหยาบ | 
Freelance writer | Drawing | Game addiction | Amateur photograph",,12,2,49,2020-04-12 01:04:58,2020-08-04 23:59:41,1898,Heartbreaking🤯😭💔 #BeirutBlast #explosion #Lebanon #Beirut #بيروت #لبنان https://t.co/iH6xnKi2yP,"[{'text': 'BeirutBlast', 'indices': [38, 50]}, {'text': 'explosion', 'indices': [51, 61]}, {'text': 'Lebanon', 'indices': [62, 70]}, {'text': 'Beirut', 'indices': [71, 78]}, {'text': 'بيروت', 'indices': [79, 85]}, {'text': 'لبنان', 'indices': [86, 92]}]"
amaliarchmah,,Indonesia,197,302,20052,2012-03-09 13:26:35,2020-08-04 23:59:41,16115,#Beirut streets now. https://t.co/8mZSXTLNQI,"[{'text': 'Beirut', 'indices': [16, 23]}]"
THahnBurkett,"Writer & public policy advocate. PhD in dark chocolate. 3 pets, 2 kids, 1 husband, 0 partridges or pear trees. I tweet a lot. https://t.co/s6MGjQ1CFW",New Hampshire,1042,1484,63275,2009-07-08 16:14:27,2020-08-04 23:59:41,6487,"UPDATE: Lebanon’s health ministry says the death toll from the #Beirut explosion rose to at least 78.

Nearly 4,000 people were injured.

About 2,750 tons of ammonium nitrate was being stored near the blast site without safety measures, the PM said, calling it “unacceptable.” https://t.co/qx2GrPeMo7","[{'text': 'Beirut', 'indices': [75, 82]}]"
rosieIatte,— for chaennie & jaehyun (read carrd byf!),s/her • 𝟏𝟐𝟕,278,1079,12354,2017-08-21 21:21:13,2020-08-04 23:59:41,28496,"my heart, strength and condolences are with Lebanon and everyone affected by this tragedy. 
please support / donate if you’re able to, i will be doing so too. https://t.co/8ACJFzxl69",[]
Pope_Yoko,I WILL BE THE HEAD BUT NOT THE TAIL.......,"Agona Swedru, Ghana",2673,567,10087,2013-05-26 14:37:35,2020-08-04 23:59:41,4982,The actual moment when a massive explosion rocked #Lebanon’s capital city #Beirut https://t.co/zHEpxeTJYC,"[{'text': 'Lebanon', 'indices': [70, 78]}, {'text': 'Beirut', 'indices': [94, 101]}]"
yerimphoric,#SHINEE: are you married to the music?,so far away (she/her),294,534,16341,2019-10-20 13:58:52,2020-08-04 23:59:41,23839,"⚠️ DON'T SCROLL PAST THIS ⚠️

A thread of carrds and ways to help Lebanon since petitions don't work.",[]
TwinnieNiJAH,"I'm not lucky. I'm BLESSED 🙏 Fan Account
FANBOY 👱🏻‍♂️FOLLOWED BY JELRICHI 525618317

🍿³⁰🐱⁰⁴² ˢᴮᵀⁱⁿ⁷¹ ʲᵃʰ⁰⁹ 🌳⁶⁰",Republic of the Philippines,1521,1784,71693,2018-12-12 06:33:47,2020-08-04 23:59:41,1532,"Prayers for Beirut, Lebanon🙏🏻🥺",[]
mikadipea2,she/her,,123,17,363,2012-07-17 15:25:51,2020-08-04 23:59:41,75893,"tw//death, explosions 

what's happening in Lebanon atm :",[]
rvorbt,,lavieyur,66,70,1211,2020-06-21 05:26:14,2020-08-04 23:59:41,29801,"carrds to educate yourself on what’s happening in lebanon, please check them out:",[]
kiwitapes,#HARRY: good old fashioned lover boy!,"she/her, 15",190,212,746,2019-11-13 05:06:56,2020-08-04 23:59:41,69418,HOW TO DONATE PROPERLY TO LEBANON: a thread,[]
shrfhhnn,:):,bts&ariana,36,36,3083,2018-11-05 11:14:58,2020-08-04 23:59:41,9072,"ATTENTION: We are calling on the world, our friends, our fellow Lebanese in the diaspora to DONATE to help us provide disaster relief. We will update the page to provide exact details on how your money will be spent. Donate here: https://t.co/eER5BZs8jG #بيروت https://t.co/7mmF0llIaf",[]
pziadeh,🇺🇸 🇱🇧 #Beirut,Hogwarts,284,180,8306,2011-02-11 23:59:50,2020-08-04 23:59:41,1130,"It’s hard to imagine Lebanon recovering from this unfathomable widespread devastation. 

But mark my words, Lebanon will be back.  The people of this country have unparalleled resilience. 🇱🇧 https://t.co/qffRxe5S8I",[]
chases420,,Behind you,144,13,205,2016-11-14 16:20:45,2020-08-04 23:59:41,0,"@GiuliaA09263722 @BryceHall Even though both situations are terrible, you can't compare the chernobyl incident to the beirut incident. But it's more likely that it was something more than an accident in firework factory, doesn't seem right with the explosion and everything. There must've been something else",[]
molleerenee2k,Sᴡᴇᴇᴛ ʟɪᴛᴛʟᴇ ʙᴀʙʏ ɪɴ ᴀ ᴡᴏʀʟᴅ ғᴜʟʟ ᴏғ ᴘᴀɪɴ,,694,191,17850,2017-11-05 20:23:25,2020-08-04 23:59:41,562,"Please mute Trump on Lebanon. 

Find Lebanese people and experts that are on the ground. 

thx",[]
hwasathighs24,,She/her,324,102,13701,2019-08-11 11:24:54,2020-08-04 23:59:41,39995,"A father doing his absolute best to protect his son from the explosion in Beirut..

Pray for Lebanon 💔

https://t.co/c1Sfm8zvTs",[]
bameeyas,,"London, England",202,51,2064,2018-06-17 23:59:35,2020-08-04 23:59:41,118623,Petitions don’t work in the Middle East so instead here is a thread of donation links specifically to help those in Lebanon!!!! Please share and donate if you can!!!!,[]
magacaroljean,#KeepAmericaGreat! #Jesus my Saviour & Lord; #Israel; #ProLife; #ConstitutionalConservative; #1A; #2A; #Vets; #BackTheBlue; #Trump #MAGA #CCOT,,2644,2498,175682,2013-09-25 22:28:50,2020-08-04 23:59:41,6086,I’d like to extend my deepest condolences to all those affected by the massive explosion at the port of Beirut on August 4. We are monitoring and stand ready to assist the people of Lebanon as they recover from this horrible tragedy.,[]
PIECEOFMANG,"#JHOPE : ready, set and begin ! (^♡^)🐿🌈⭐",,451,277,11139,2015-03-07 22:58:07,2020-08-04 23:59:41,48970,ways to help lebanon: a thread,[]
pimientosbkk,"Thai diplomat, retweeting interesting news. Opinions are my own not endorsement by MFA or RTG or RTE Seoul.",bangkok,254,146,29707,2013-11-06 07:46:22,2020-08-04 23:59:41,2339,"Video posted on social media captures moment of huge blast in Lebanese capital Beirut

It is not yet clear what caused the explosion in the port area of the city

https://t.co/p2IVAa5RWv https://t.co/J678y6gMt9",[]
ducharme_josie,umm yes sirrr,,40,24,29,2017-12-06 23:06:44,2020-08-04 23:59:41,1834,"Awareness 

People in Beirut,Lebanon needs to stay indoors due to the recent Firewooks/nuclear explosion that happened in Beirut. The smoke is filled with nitric acid (Red/pink/purple smoke) which is toxic and can form an acidic rain.
#BeirutBlast #Beirut https://t.co/eyKYSiVJZ0",[]
Miriamlovecats,Minha vontade de aprender,,46,33,10790,2019-05-18 18:16:02,2020-08-04 23:59:41,23488,"BREAKING: Lebanese Prime Minister says #Beirut explosions caused by an estimated 2,750 tons of ammonium nitrate left unsecured for 6 years in a warehouse. He vows to punish officials responsible. 50+ dead, 3,000 injured, hospitals overwhelmed.","[{'text': 'Beirut', 'indices': [57, 64]}]"
redheadjojoswia,I’m the redhead jojo siwa,,516,87,2114,2014-05-15 19:32:14,2020-08-04 23:59:41,19336,"tw // b0mb explosion 

this jus happened in my country in Lebanon pls pls keep us in ur prayers

 https://t.co/apMtol6AS6",[]
DisfunkGlee,just a girl trying to help solve some cold case and raise some victims voices. https://t.co/ePQEHBi8Aj @somesipping,"Maryland, USA",530,1497,15631,2017-06-30 05:04:46,2020-08-04 23:59:41,191,"If you are uncomfortable donating to Red Cross, donate to the disaster relief fund. It’s in the link above but here it is again https://t.co/TsG0ad5MEb",[]
autumneine,🍀 fan account,,161,27,93084,2019-04-02 13:34:24,2020-08-04 23:59:41,3448,"My God. Lebanon economy collapsing and now this massive explosion. Beirut port (and a lot more, from the looks of it) utterly destroyed. Can’t imagine the human toll we are going to see.
#PrayForBeirut
 https://t.co/LuAfMoT8v8",[]
StrumilloX,34U EE 04787 42795,,3486,1592,8992,2016-12-17 05:39:54,2020-08-04 23:59:41,2280,"Interviewing ER doctors at some of Beirut's biggest hospitals, and they are crying. St. George Hospital is destroyed. Patients  streamed down the stairs to exit the hospital, bc elevators were damaged. Children being treated for cancer are now wounded from flying glass shards.",[]
Nadiajimined,"💜BTS💜
💚YiBO 💚SeungYoun
我会陪你到世界之颠 - JM1013",Map Of The Soul,860,578,64331,2010-02-19 07:00:31,2020-08-04 23:59:41,5052,"DONT spread petitions lebanese people have said this won’t help them due to the corrupt government the best thing you can do is spread awareness, donate to the lebanese cross (the most effective way of donating) and if you are lebanese please donate blood if you are able! #Beirut https://t.co/PHp2YPxG2a",[]
UncleDiN93,Bercita-cita untuk ke Emirates Stadium hakikatnya aku seorang peminjam PTPTN tegar. #COYG #ARSENAL,"Emirates Stadium, North London",967,868,33444,2009-07-11 02:30:11,2020-08-04 23:59:41,17295,"Beirut, we’re thinking of you.

Stay strong, Lebanon ❤️",[]
MalClari,,,231,37,2693,2019-11-28 16:42:20,2020-08-04 23:59:41,2672,"A Lebanese trying to flee from the explosion in Beirut still got hit from a distance 💔. Pray for Lebanon, pray for the world 
#BeirutBlast #Beirut https://t.co/k1m0fFbhHq",[]
delexical,// Scattershot Connemara man // Wayward Cogitations// Tweets photographic: @fieldoptic,Atlantic,2130,1971,3113,2008-05-20 15:46:24,2020-08-04 23:59:41,978,"A BBC reporter in Beirut was online conducting an interview when the #BeirutBlast took place. 

This is horrifying to watch 😥

@akhbar

https://t.co/0MNp4dOhha","[{'text': 'BeirutBlast', 'indices': [86, 98]}]"
vcastanonv,it’s me. college footy at st. mary’s,,418,680,12854,2013-10-25 21:44:27,2020-08-04 23:59:41,181,"Smoke from Beirut was visible as far as 30 miles away Tuesday after two devastating explosions rocked the city earlier that day. According to the country’s health ministry, at least 70 people are dead and 3,700 injured. This is a developing story. (warning: distressing) https://t.co/TRIp55cug2",[]
ytyhw,"#SF9 #유태양 ot9 #ONEUS #여환웅 ot6 
multis 😚✌",Malaysia,223,131,7985,2018-08-10 04:48:25,2020-08-04 23:59:41,1299,educate yourself and others on what is happening in lebanon; a thread https://t.co/hQPm4afE60,[]
mikroyoonmin,yoonmin can like gEt iT • fan acc • she/her,,7741,12320,51660,2014-05-19 02:59:22,2020-08-04 23:59:41,11635,"Can’t stress enough how carastrophic the destruction of the port of #Beirut is to #Lebanon.

It is Lebanon’s central economic lifeline.

Lebanon is almost entirely dependent on imports

Without the port, there will be food and medicine shortages—amid an already collapsing economy https://t.co/NKxjwv9rKK","[{'text': 'Beirut', 'indices': [83, 90]}, {'text': 'Lebanon', 'indices': [97, 105]}]"
tbslvinyI,#HARRY: i am yours,she/her,321,6946,130391,2012-11-26 01:39:55,2020-08-04 23:59:41,335,thread of videos i found that donate to lebanon,[]
iZemrex,just tweeting,,9677,12680,765,2015-02-19 15:17:43,2020-08-04 23:59:41,3754,https://t.co/XyDSTDUjZK #Beirut needs our help!! 🙏🏽❤️ praying for everyone,"[{'text': 'Beirut', 'indices': [39, 46]}]"
sophiazapataa,,"Friendswood, TX",266,265,6389,2018-12-10 13:32:32,2020-08-04 23:59:40,19465,Shit Gave Me Chills Pray For Lebanon 🙏🏾 https://t.co/p3xXJW6TJv,[]
senrabwh,MAGA Conservative here to call out the fake MSM.  Staunch supporter of our great military. Lead through strength!  I follow back. Roll Tide Roll!,"Alabama, USA",1322,898,5807,2011-01-09 14:49:38,2020-08-04 23:59:40,231118,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
JoshuaRog3rs,"he/him
Treat your now fairly. If you can, treat your future fairly by working through your now thoughts and emotions about being treated unfairly. Build on you.","Portland, OR",833,276,35321,2016-03-20 04:00:19,2020-08-04 23:59:40,2813,"“Mom Please I don’t want to Die”

A Lebanese child in Beirut today 💔😭
https://t.co/k1CI7hYREO",[]
KparadiseK,✰ ❥♡☆ タイ人です ☐♡ 小山慶一郎 & 手越祐也 ♡ コヤテゴ大ファン ♡☐ NEWSファン ☐♡▽◯  ✪✪✪ HiHi Jets の髙橋優斗★橋本涼★猪狩蒼弥★井上瑞稀★作間龍斗○✬❀世界一Hiレベルな女❀✬ 深澤辰哉 Snow Man ♡,NEWS STORY 2020,500,835,169729,2010-01-29 08:21:50,2020-08-04 23:59:40,1834,"Awareness 

People in Beirut,Lebanon needs to stay indoors due to the recent Firewooks/nuclear explosion that happened in Beirut. The smoke is filled with nitric acid (Red/pink/purple smoke) which is toxic and can form an acidic rain.
#BeirutBlast #Beirut https://t.co/eyKYSiVJZ0",[]
agase_for_ever,أسمى أوني 🧁 فخر الكيبوبرز الليبي 😎 حياتي أشبه بقصعة بازين مع سفن اب ✨ تتكلم 3لغات(بتلاقه🥺) ليبيا تاج راسي وراسكم 🇱🇾👑,Libya,111,4,104,2020-07-12 23:21:49,2020-08-04 23:59:40,0,"My heart is broken after hearing what happened in #LEBANON,it reminds me of what happened in #LIBYA, in the first month of 2020 yeah Libyan people can’t forget there pure sons who loves there home and wants to see there country shining bright 💔💔🥺😭😭shame on #EMARATIES,#UAE https://t.co/E8TrAGrGlD","[{'text': 'LEBANON', 'indices': [50, 58]}, {'text': 'LIBYA', 'indices': [93, 99]}, {'text': 'EMARATIES', 'indices': [257, 267]}, {'text': 'UAE', 'indices': [268, 272]}]"
ain_rozaimi,22 | ｡^‿^｡,,278,266,3989,2016-03-25 08:39:10,2020-08-04 23:59:40,18194,"💥 That is simply insane. 

#Beirut #Lebanon 

https://t.co/vQy34TQrWG","[{'text': 'Beirut', 'indices': [42, 49]}, {'text': 'Lebanon', 'indices': [50, 58]}]"
Maral_Jak90,Saved by grace❤/Huge trash of #SPN - @cw_spn - @JensenAckles - @jarpad - @mishacollins /J2M since 22/11/2015 & December ❤ / @harry_styles stan since 11/2017 💗,,2192,807,27375,2011-12-09 21:16:55,2020-08-04 23:59:40,1,@picshs u have a huge following can u pls help spread awareness on whats happening in lebanon,[]
Paulinatheweena,"Peace, love, and baba ganoush",,71,99,4689,2011-01-03 02:57:03,2020-08-04 23:59:40,2813,"“Mom Please I don’t want to Die”

A Lebanese child in Beirut today 💔😭
https://t.co/k1CI7hYREO",[]
romxnholidxy,long suffering one direction fan,,400,311,4021,2011-12-02 21:30:02,2020-08-04 23:59:40,2737,"Doctors and nurses work on their phone lights, as there is no electricity. Pray for Beirut. https://t.co/QUnn8A3H8A",[]
lilwaaang,did you tell them they were the lord's chips?,,288,149,17389,2010-03-15 02:51:15,2020-08-04 23:59:40,59141,thread of donation links to help lebanon:,[]
Versace_911,بكالوريوس علوم سياسيه ارغب العمل في وزاره الخارجية السعودية اخدم ديني وملكي ووطني وشعبي ماجستيرMBAحفظ الله الملك سلمان وولي العهد محمد بن سلمان🇸🇦,"جدة, المملكة العربية السعودية",4983,741,67038,2017-07-01 13:48:27,2020-08-04 23:59:40,0,Our thoughts and prayers are with our Lebanese brothers and sisters during these trying times. We pray that God grants you patience and solace. God bless Lebanon and the Lebanese people. #BeirutInOurHearts,"[{'text': 'BeirutInOurHearts', 'indices': [187, 205]}]"
shiningcrush_,"GTOP BB, JohnJae NCT 🤪 and i'm very religious about it.",Another World,386,1349,107336,2011-01-12 18:37:23,2020-08-04 23:59:40,62378,"a thread to summarize what's happening in lebanon. please link petitions and donation links below, do whatever you can to help. https://t.co/ovVBGJeagT",[]
